Datetime,Username,Tranlsated_Tweets,Location,Cleaned_Tweets
2022-09-13 15:24:26+00:00,JosuaNapitupul6,"@Dandhy_laksono seems to be difficult as well as the price of fuel goes down in a fast time, the main for the traders. They buy goods at the price of post -fuel capital.","Lampung, Indonesia",seems difficult well price fuel go fast time main trader buy good price post fuel capital
2022-09-13 13:18:40+00:00,manniseh,"Inflation is a progressive increase in prices of goods and services in general. As the price goes up, the number of items that a person can buy with a certain amount of money is decreasing.","Kota Kinabalau, Sabah",inflation progressive increase price good service general price go number item person buy certain amount money decreasing
2022-09-13 12:58:27+00:00,pranamukti,The migoronic migror seems to be implemented in fuel. Prices go up but rare items. The public is forced to accept the expensive price of the original. Extraordinary..,Jakarta,migoronic migror seems implemented fuel price go rare item public forced accept expensive price original extraordinary
2022-09-12 05:22:10+00:00,benink_,"Do not panic the government's customized BBM price has prepared steps to overcome the buying power of the people in Bali. Pengda helps the cost of the transport of tree goods in the area that has increased by more than 5%

#Buttan
""
#Subsiditepats market https://t.co/vsmz6gt20x","Bali, Indonesia",panic government customized bbm price prepared step overcome buying power people bali pengda help cost transport tree good area increased market
2022-09-11 12:40:50+00:00,LuckyLudjainat1,"@HambaAllah_411 @Nurida9 Ceremai ...
The demo is doing the usual thing against the increase in the price of the BBM KOK to be treated like the goods, which is what the point is that it has ever hurt Mr.
Kok Begityu is like a sambo ... 😪The country is democratic?
Preet ... People are squeezed so much..🤪",,ceremai demo usual thing increase price bbm kok treated like good point ever hurt mr kok begityu like sambo country democratic preet people squeezed much
2022-09-10 15:35:50+00:00,LaS0nrisa,"Earlier, the price of the 12kg elpiji gas was now rising to 230rb of 125rb. And as usual prices rise are always ranked by the relevant goods 🙂","Bali, Indonesia",earlier price kg elpiji gas rising rb rb usual price rise always ranked relevant good
2022-09-10 12:13:41+00:00,rizal_ambo,"He said the increase in fuel prices of goods rose. Does this photographed price on the post -BBM post rise?

Price at #payakumbuh

How is the place where the price of this kitchen is? https://t.co/xwk4iotytp",payakumbuh,said increase fuel price good rose photographed price post bbm post rise price place price kitchen
2022-09-10 06:50:10+00:00,IkhwanKB,"The price of goods goes up, he says, the income is affected .. the many are in line with immigration renewal, for passport nape eh ...","Kota Bharu, Kelantan",price good go say income affected many line immigration renewal passport nape eh
2022-09-10 00:48:42+00:00,dwiraha00586436,"What LBP is drunk with budeg, atine rich stone items.
Tell Bang Nicho please@ people cry, tax rise, let alone land buying land, non -rising price, BBM goes up 40% more, indigenous and unemployed,
Tka successfully",,lbp drunk budeg atine rich stone item tell bang nicho please people cry tax rise let alone land buying land non rising price bbm go indigenous unemployed tka successfully
2022-09-09 07:04:10+00:00,si_tinggiii,"The price of the goods is all up, which is just raining. 🤧",,price good raining
2022-09-08 11:45:28+00:00,donnyisa,"BBM says it does not go up, but price adjustments. Even with other wrinkles that follow the price adjustment of the BBM price adjustment. Then what about the wages of the laborers, will it be customized too?",,bbm say go price adjustment even wrinkle follow price adjustment bbm price adjustment wage laborer customized
2022-09-08 10:45:06+00:00,said_zabri,"The price of the BBM price was when we returned to the horse as a private saucepan and a buffalo on a horse transportation of family transport, TKS Pak Jokowi",,price bbm price returned horse private saucepan buffalo horse transportation family transport tks pak jokowi
2022-09-08 03:47:48+00:00,PKSBekasi,"SME SMEs have rejected the subsidized fuel increase! Price of goods goes up, Wong is choking #butbmm https://t.co/jax381hffz",https://goo.gl/maps/djyX55DqaK,sme smes rejected subsidized fuel increase price good go wong choking
2022-09-07 06:34:07+00:00,amelRF,"@txtdrPrecommade sometimes when you read this news, so think.
BBM's healing is up, it is a flowering flower because all the prices of goods go up. Subsidiary Fund Flow for Haha lol these people.",indonesia,sometimes read news think bbms healing flowering flower price good go subsidiary fund flow haha lol people
2022-09-07 03:31:46+00:00,kabarterb4ru,"Instead of finding a solution by adding an export product, President Maduro even prints as much money as possible. Bolivar exchange value is sharp. Inflation is unpredictable and the price level of goods rises to 1000%.
""
#Hematcermatbbm","Bandung, Jawa Barat",instead finding solution adding export product president maduro even print much money possible bolivar exchange value sharp inflation unpredictable price level good rise
2022-09-07 02:35:47+00:00,LuandriYeflin,"Reject the increase in prices of fuel because the poor people are increasing.
Reject the increase in the price of the fuel because of the appearance of the price increase & amp; services.
Lowering the price of fuel is a big problem.
Pertamina is good.",,reject increase price fuel poor people increasing reject increase price fuel appearance price increase amp service lowering price fuel big problem pertamina good
2022-09-06 19:31:28+00:00,KunSanubari,"Price its all about supply and demand. And in supply GA alone because of the availability of rare goods so the price goes up (Literally GA is found on the lightweight oil). Except for ""supply deliberate hold"", and high demand, so prices go up.","Brisbane, Queensland",price supply demand supply ga alone availability rare good price go literally ga found lightweight oil except supply deliberate hold high demand price go
2022-09-06 18:14:50+00:00,moh_aak,"@BerberTenggara @Tirtoid The BBM hike is completely not because before the BBM goes up all the goods have risen to the point before the fuel is up, but there is a lot of expensive things because the BBM goes up the brain's brain name is still losing the price of the price cigarette",205 NKRI harga Mati,bbm hike completely bbm go good risen point fuel lot expensive thing bbm go brain brain name still losing price price cigarette
2022-09-06 02:23:47+00:00,adisasoedarso,Missing goods + waste = Price goes up 🥹,nomaden,missing good waste price go
2022-09-06 00:04:27+00:00,FretsJoung,"What we fear is not about rising oil prices but what we think is that BBM becomes a rare item so that our vehicle turns to the function of an antique or a decorative item.

 All because of justice for all Indonesians, rejecting friends.","Nusa Tenggara Timur, Indonesia",fear rising oil price think bbm becomes rare item vehicle turn function antique decorative item justice indonesian rejecting friend
2022-09-05 23:51:16+00:00,karmelia08,"BBM subsidies are not enjoyed by the right (poor). After the BBM goes up, the poor (poor) have the right to enjoy the price of prices. This is called fair and evenly 😅","sunyi,senyap dan sepi",bbm subsidy enjoyed right poor bbm go poor poor right enjoy price price called fair evenly
2022-09-05 12:24:08+00:00,prameswawa,"@geloraco this is a strange polyitis
BBM goes up, BS makes the price of goods and services

GK has an option
It's been rising, if their income is getting smaller, this polyitis father wants to live in an act? Hadeuh","Jakarta Capital Region, Indone",strange polyitis bbm go b make price good service gk option rising income getting smaller polyitis father want live act hadeuh
2022-09-05 08:53:54+00:00,love_kadrun,"@Sektortandessby What function is that? If the BBM goes up, the expense of the goods transportation is up, the authenticity of the sale price ...",ꦩꦭꦁ,function bbm go expense good transportation authenticity sale price
2022-09-05 08:21:10+00:00,kinosukina,"Some prices of goods are already crawling, as a result of the increase in fuel

But I'm thankful that my indihome check is still the same as last month. Don't go up. https://t.co/qrnlmc5Wh","Yogyakarta, Indonesia",price good already crawling result increase fuel im thankful indihome check still last month dont go
2022-09-05 07:48:21+00:00,HerryKeytimu,"@alextham878 Ku Rakyat. Don't choose Jokowi even Prabowo. Pasan PAS production. BBM price time goes up, I never complained. I got it when the price was high, the goods were hard","Bangka, Bangka Belitung",ku rakyat dont choose jokowi even prabowo pasan pa production bbm price time go never complained got price high good hard
2022-09-04 08:54:43+00:00,DanielLetelay8,"Scan the increase in fuel is the increase in the price of transportation modes that make it itself rising prices in the market.
Subsidies in the form of BLT and Bansos, will only make the community lazy.
The empowerment program is no longer a favorite of the village community ..",,scan increase fuel increase price transportation mode make rising price market subsidy form blt bansos make community lazy empowerment program longer favorite village community
